OM,,.OMAN,,
OM,ALA,Al Azaiba,Al Azaiba,2336S 05832E
OM,AMZ,Al Mazunah,Al Mazunah,1750N 05238E
OM,MNH,Al Mudayq,Al Mudayq,2349N 05731E
OM,AMR,Al'Amrat,Al'Amrat,2331N 05829E
OM,SUW,Al-Suwaiq,Al-Suwaiq,2351N 05726E
OM,BKK,Barka,Barka,2342N 05733E
OM,BID,Bidbid,Bidbid,2324N 05807E
OM,RMB,Buraimi,Buraimi,
OM,BYB,Dibaa,Dibaa,
OM,DQM,Duqm,Duqm,1939N 05742E
OM,FAH,Fahal,Fahal,2341N 05830E
OM,R2H,Ghurah,Ghurah,2331N 05711E
OM,KHS,Khasab,Khasab,
OM,KDP,Khazaen,Khazaen,2333N 05748E
OM,OMM,Marmul,Marmul,
OM,MSH,Masirah,Masirah,2025N 05850E
OM,MFH,Mina' al Fahl,Mina' al Fahl,2338N 05831E
OM,MNQ,Mina' Qabus,Mina' Qabus,2337N 05834E
OM,STQ,"Mina Sultan Qaboos, Muscat","Mina Sultan Qaboos, Muscat",2337N 05833E
OM,MCT,Muscat,Muscat,2336N 05835E
OM,MUT,Muthra,Muthra,
OM,NIZ,Nizwa,Nizwa,2256N 05732E
OM,OPQ,Port Qaboos,Port Qaboos,
OM,SUL,Port Sultan,Port Sultan,2337N 05838E
OM,QAL,Qalhat,Qalhat,2242N 05922E
OM,QLM,Qarn Alam,Qarn Alam,2118N 05705E
OM,QUO,Quoin Island,Quoin Island,2635N 05631E
OM,QYT,Qurayyat,Qurayyat,2319N 05854E
OM,RAY,Raysut,Raysut,
OM,RUS,Rusayl,Rusayl,2332N 05811E
OM,RWI,Ruwi,Ruwi,
OM,SAF,Safa,Safa,2347N 05641E
OM,SLL,Salalah,Salalah,
OM,SEE,Seeb,Seeb,2335N 05817E
OM,SHI,Shinas,Shinas,2444N 05628E
OM,SOH,Sohar,Sohar,
OM,SUH,Sur,Sur,
OM,OFC,Sur,Sur,2239N 05926E
OM,TTH,Thumrait,Thumrait,
PA,,.PANAMA,,
PA,ACH,Achiote,Achiote,0913N 08001W
PA,ACU,Achutupo,Achutupo,
PA,ABA,Agua Buena,Agua Buena,0749N 08024W
PA,ABN,"Agua Buena, Tonosi","Agua Buena, Tonosi",0727N 08021W
PA,AGF,Agua Fria,Agua Fria,0725N 08049W
PA,AGD,Aguadulce,Aguadulce,
PA,AIL,Ailigandi,Ailigandi,
PA,ALA,Alanje,Alanje,0824N 08233W
PA,VQR,Albrook,Albrook,0858N 07934W
PA,ADZ,Alcalde Díaz,Alcalde Diaz,0907N 07933W
PA,PAM,Almirante,Almirante,
PA,ABQ,Alto Boquete,Alto Boquete,0845N 08226W
PA,ADG,Altos de Güera,Altos de Guera,0732N 08038W
PA,AMD,Amador,Amador,0904N 07954W
PA,ACO,Ancon,Ancon,0858N 07933W
PA,ANT,Antón,Anton,0824N 08016W
PA,ARS,Arenas,Arenas,0722N 08051W
PA,ASA,Arenosa,Arenosa,0902N 07957W
PA,AMA,Arosemena,Arosemena,0858N 07957W
PA,ARR,Arraiján,Arraijan,0857N 07939W
PA,ATA,Atalaya,Atalaya,0803N 08056W
PA,BAC,Baco,Baco,0804N 08252W
PA,BAG,Bágala,Bagala,0828N 08232W
PA,BHP,Bahía Honda,Bahia Honda,0745N 08131W
PA,BHH,Bahía Honda,Bahia Honda,0741N 08027W
PA,PBM,Bahía Las Minas,Bahia Las Minas,0924N 07950W
PA,BFQ,Bahía Piña,Bahia Pina,0734N 07812W
PA,BCL,Bajo Corral,Bajo Corral,0736N 08016W
PA,BGA,Bajos de Güera,Bajos de Guera,0733N 08037W
PA,BLB,Balboa,Balboa,
PA,BNZ,Barnizal,Barnizal,0825N 08046W
PA,BUS,Barrios Unidos,Barrios Unidos,0812N 08031W
PA,BST,Bastimentos,Bastimentos,0921N 08212W
PA,BAY,Bayano,Bayano,0738N 08023W
PA,BJO,Bejuco,Bejuco,0836N 07953W
